Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J10-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
West Virginia,2019,11,2019-03-16,455,412,,93,23,18,14,33,,12,,99,17,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
West Virginia,2019,12,2019-03-23,469,429,,82,23,16,16,41,10,10,10,113,18,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
West Virginia,2019,13,2019-03-30,494,445,10,99,16,20,13,42,,,12,114,13,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
West Virginia,2019,14,2019-04-06,467,422,,103,23,12,,36,,,,99,21,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
West Virginia,2019,15,2019-04-13,450,397,,85,23,12,,40,,10,11,100,16,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
West Virginia,2019,16,2019-04-20,451,404,,82,16,,15,36,,,12,104,12,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
West Virginia,2019,17,2019-04-27,429,392,,67,24,14,,44,,,,103,26,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
West Virginia,2019,18,2019-05-04,436,394,,80,24,15,,29,,,11,114,22,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
West Virginia,2019,19,2019-05-11,436,380,,87,13,15,,26,,,11,98,20,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
West Virginia,2019,20,2019-05-18,413,375,,92,14,11,,38,,,10,87,,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
West Virginia,2019,21,2019-05-25,445,407,,96,16,10,,39,,,,97,30,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
West Virginia,2019,22,2019-06-01,455,421,,98,18,14,,33,,11,,99,29,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
West Virginia,2019,23,2019-06-08,405,371,,64,32,18,,27,10,,,97,19,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
West Virginia,2019,24,2019-06-15,440,400,,105,19,13,,28,,,,79,24,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
West Virginia,2019,25,2019-06-22,415,382,,103,16,14,,25,,10,,100,17,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
West Virginia,2019,26,2019-06-29,453,405,,91,18,,,25,,,,114,18,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
West Virginia,2019,27,2019-07-06,402,345,,83,10,17,,29,,,,80,23,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
West Virginia,2019,28,2019-07-13,400,348,,71,20,14,,23,,,,88,16,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
West Virginia,2019,29,2019-07-20,368,329,12,84,11,,,23,,,10,76,15,0,0,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
West Virginia,2019,30,2019-07-27,442,399,,76,17,18,,35,,10,,102,23,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
West Virginia,2019,31,2019-08-03,423,371,,75,22,20,,22,,10,,86,18,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
West Virginia,2019,32,2019-08-10,382,330,,90,18,16,,27,,,11,69,21,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
West Virginia,2019,33,2019-08-17,411,361,,96,12,15,,25,,12,13,79,16,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
West Virginia,2019,34,2019-08-24,393,339,,85,,15,,23,,,11,86,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
West Virginia,2019,35,2019-08-31,385,341,,91,17,14,,29,,,,65,16,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
West Virginia,2019,36,2019-09-07,417,362,,76,18,10,,29,,13,18,78,13,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
West Virginia,2019,37,2019-09-14,447,401,,100,18,18,,32,,10,,93,19,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
West Virginia,2019,38,2019-09-21,396,352,10,86,14,,11,23,,,,74,16,0,0,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
West Virginia,2019,39,2019-09-28,421,381,,105,13,15,,29,,,,88,13,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
West Virginia,2019,40,2019-10-05,436,383,,84,22,13,,32,,10,15,85,18,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
West Virginia,2019,41,2019-10-12,436,391,,79,22,18,,36,,13,,84,19,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
West Virginia,2019,42,2019-10-19,464,417,,82,18,21,,36,,12,13,98,17,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
West Virginia,2019,43,2019-10-26,409,369,11,76,13,17,,25,,10,,99,20,0,0,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
West Virginia,2019,44,2019-11-02,441,385,,95,14,19,,31,,13,10,81,18,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
West Virginia,2019,45,2019-11-09,442,391,,74,17,15,,35,,,16,98,31,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
West Virginia,2019,46,2019-11-16,413,387,,82,26,16,,24,,,15,100,19,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
West Virginia,2019,47,2019-11-23,457,405,,99,,18,,34,11,13,13,82,17,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,,,
West Virginia,2019,48,2019-11-30,417,378,,84,20,19,,22,,,13,80,18,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
West Virginia,2019,49,2019-12-07,457,419,,90,19,17,,37,,,18,100,22,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
West Virginia,2019,50,2019-12-14,457,423,,83,16,20,,42,,,15,110,27,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
West Virginia,2019,51,2019-12-21,463,421,,84,25,14,,30,,,16,104,22,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
West Virginia,2019,52,2019-12-28,410,380,,82,18,19,11,29,,,22,80,15,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
West Virginia,2020,1,2020-01-04,468,435,,82,16,15,11,52,,11,,99,22,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
West Virginia,2020,2,2020-01-11,490,440,12,74,22,20,,39,,12,,111,19,0,0,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
West Virginia,2020,3,2020-01-18,515,475,,99,22,18,14,40,,18,10,110,20,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
West Virginia,2020,4,2020-01-25,436,387,,83,18,15,12,29,,14,,110,20,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
West Virginia,2020,5,2020-02-01,471,438,,89,22,12,,45,,11,18,103,19,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
West Virginia,2020,6,2020-02-08,475,435,,98,23,19,14,29,,11,12,112,13,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
West Virginia,2020,7,2020-02-15,470,442,,102,27,20,14,35,,,21,101,,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
West Virginia,2020,8,2020-02-22,463,422,,69,20,21,13,36,,10,24,105,21,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
West Virginia,2020,9,2020-02-29,452,409,,91,28,15,10,31,,14,22,89,17,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
West Virginia,2020,10,2020-03-07,480,433,,100,26,13,16,37,,10,16,101,12,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
West Virginia,2020,11,2020-03-14,467,422,,99,17,18,10,39,,,20,95,16,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
West Virginia,2020,12,2020-03-21,465,429,,77,21,13,15,42,,15,21,101,24,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
West Virginia,2020,13,2020-03-28,478,441,,78,14,20,15,41,,11,20,101,26,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
West Virginia,2020,14,2020-04-04,429,401,,90,17,25,17,32,,,22,83,14,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
West Virginia,2020,15,2020-04-11,466,429,,100,23,26,11,31,,14,21,82,12,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
West Virginia,2020,16,2020-04-18,341,321,,65,17,10,,24,,,,79,12,12,10,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
West Virginia,2020,17,2020-04-25,361,343,,79,16,,,36,,11,,58,15,14,11,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
West Virginia,2020,18,2020-05-02,305,296,,61,18,15,,19,,,12,66,18,14,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9)
West Virginia,2020,19,2020-05-09,172,168,,33,,10,,,,,10,39,15,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
West Virginia,2020,20,2020-05-16,61,61,,14,,,,,0,,,13,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Wisconsin,2019,1,2019-01-05,1115,1023,,211,30,46,19,74,15,23,,256,61,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,2,2019-01-12,1056,958,,216,34,39,21,72,15,24,,238,54,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,3,2019-01-19,1088,997,17,210,22,56,16,53,16,19,,251,59,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,4,2019-01-26,1103,1015,10,224,37,53,15,71,11,13,,252,59,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,5,2019-02-02,1144,1026,15,226,35,51,,52,,27,,254,53,0,0,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Wisconsin,2019,6,2019-02-09,1033,930,13,186,36,39,16,62,18,18,,246,55,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,7,2019-02-16,1078,975,14,224,32,47,19,54,12,19,,243,58,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,8,2019-02-23,1014,928,12,210,23,55,10,67,,10,,245,52,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Wisconsin,2019,9,2019-03-02,1031,933,,192,32,45,21,59,17,21,12,241,46,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Wisconsin,2019,10,2019-03-09,1089,991,,238,34,60,17,54,10,18,,234,49,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,11,2019-03-16,1078,979,15,222,21,41,26,57,16,25,,254,58,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,12,2019-03-23,1062,953,,219,31,37,23,55,18,24,,245,53,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,13,2019-03-30,1000,901,13,186,35,32,23,62,10,16,,233,46,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,14,2019-04-06,1055,958,12,226,28,63,15,40,16,17,,251,48,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,15,2019-04-13,1051,953,10,202,36,40,19,60,,20,10,243,42,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
Wisconsin,2019,16,2019-04-20,997,900,,200,24,36,28,55,17,16,,232,43,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,17,2019-04-27,1027,938,12,231,27,37,15,61,18,20,,213,49,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,18,2019-05-04,1002,905,17,216,25,46,16,52,14,16,,238,47,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,19,2019-05-11,1045,937,,241,28,47,16,62,12,19,0,219,50,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Wisconsin,2019,20,2019-05-18,1011,922,,226,29,43,12,53,10,13,12,235,44,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Wisconsin,2019,21,2019-05-25,1048,951,12,222,36,49,14,57,11,12,,264,36,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,22,2019-06-01,969,868,10,194,27,44,15,37,10,16,,250,36,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,23,2019-06-08,987,888,13,226,35,38,10,48,14,20,,216,43,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,24,2019-06-15,931,830,,211,34,32,10,50,13,12,,211,42,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,25,2019-06-22,986,902,,217,28,42,,55,11,15,,251,44,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,26,2019-06-29,1003,879,19,218,28,40,10,60,,17,,221,34,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Wisconsin,2019,27,2019-07-06,910,823,14,192,17,53,,52,11,17,,193,42,0,0,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,28,2019-07-13,986,883,,231,20,38,11,51,10,13,,239,34,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,29,2019-07-20,996,895,,214,29,41,12,57,,19,,219,55,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Wisconsin,2019,30,2019-07-27,1026,906,14,227,32,48,,55,11,17,,215,40,0,0,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,31,2019-08-03,976,865,11,223,39,34,,43,15,17,11,210,45,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
Wisconsin,2019,32,2019-08-10,997,890,,240,29,55,,51,21,10,,200,38,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,33,2019-08-17,989,878,,214,24,42,14,57,10,23,,226,54,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,34,2019-08-24,958,858,11,240,28,38,,51,,15,,199,41,0,0,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Wisconsin,2019,35,2019-08-31,1049,942,10,249,25,44,20,60,16,17,,189,48,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,36,2019-09-07,1054,954,,242,28,39,13,65,17,19,,228,48,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,37,2019-09-14,987,882,11,216,24,43,10,48,,20,,209,51,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Wisconsin,2019,38,2019-09-21,968,873,,226,30,41,,41,13,19,11,213,37,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
Wisconsin,2019,39,2019-09-28,1042,933,13,238,30,49,12,44,15,15,12,227,47,0,0,,,,,,,,,,,,,,,
Wisconsin,2019,40,2019-10-05,966,859,,215,23,40,10,46,12,15,,227,40,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,41,2019-10-12,1093,968,11,230,36,53,14,56,11,19,,232,49,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,42,2019-10-19,1095,1003,17,224,28,52,11,48,17,20,,276,55,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,43,2019-10-26,1105,993,,213,31,55,13,56,16,31,,259,48,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,44,2019-11-02,1065,956,13,243,27,65,18,44,14,18,,224,47,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,45,2019-11-09,1079,979,16,228,27,44,12,46,17,32,,230,59,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,46,2019-11-16,1043,940,14,225,34,41,16,53,12,12,,229,51,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,47,2019-11-23,1073,970,,243,42,46,14,55,14,15,,252,34,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,48,2019-11-30,1040,945,14,203,29,51,13,53,16,17,,243,42,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,49,2019-12-07,1090,970,,201,30,63,13,50,10,19,,245,45,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,50,2019-12-14,1111,1008,14,251,30,49,11,48,13,19,,238,50,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2019,51,2019-12-21,1055,982,,209,31,49,20,61,15,17,11,237,47,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Wisconsin,2019,52,2019-12-28,1091,988,,220,27,58,11,63,14,18,,241,56,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2020,1,2020-01-04,1117,1014,13,228,29,54,21,52,15,21,,269,56,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2020,2,2020-01-11,1060,964,,192,28,54,26,58,11,19,15,235,49,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Wisconsin,2020,3,2020-01-18,1133,1025,15,225,26,50,13,89,10,21,,242,66,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2020,4,2020-01-25,1085,996,15,225,29,42,22,66,18,19,,214,61,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2020,5,2020-02-01,1175,1066,16,229,28,60,20,61,15,19,,285,43,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Wisconsin,2020,6,2020-02-08,1050,955,,211,27,47,18,63,14,21,12,228,54,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Wisconsin,2020,7,2020-02-15,1123,1023,13,215,37,39,19,63,18,19,18,268,48,0,0,,,,,,,,,,,,,,,
Wisconsin,2020,8,2020-02-22,1158,1052,11,236,35,60,21,63,14,14,17,255,55,0,0,,,,,,,,,,,,,,,
Wisconsin,2020,9,2020-02-29,1134,996,13,226,36,49,26,57,15,10,19,235,56,0,0,,,,,,,,,,,,,,,
Wisconsin,2020,10,2020-03-07,1114,1012,,221,44,47,31,63,14,13,18,252,43,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Wisconsin,2020,11,2020-03-14,1103,1009,10,240,29,42,40,60,12,14,18,230,57,0,0,,,,,,,,,,,,,,,
Wisconsin,2020,12,2020-03-21,1109,1006,15,203,20,63,37,66,17,17,29,237,45,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Wisconsin,2020,13,2020-03-28,1141,1057,17,215,30,53,25,68,22,16,21,256,57,18,18,,,,,,,,,,,,,,,
Wisconsin,2020,14,2020-04-04,1214,1108,13,189,31,51,26,62,15,17,45,257,55,75,72,,,,,,,,,,,,,,,
Wisconsin,2020,15,2020-04-11,1166,1087,10,225,28,52,18,68,16,22,34,242,45,76,72,,,,,,,,,,,,,,,
Wisconsin,2020,16,2020-04-18,1136,1054,,202,45,60,10,49,12,15,31,219,60,72,67,,,Suppressed (counts 1-9),,,,,,,,,,,,
Wisconsin,2020,17,2020-04-25,1016,952,,209,33,61,18,42,,13,46,196,40,47,40,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Wisconsin,2020,18,2020-05-02,1129,1057,20,217,31,50,13,39,11,13,58,232,53,65,63,,,,,,,,,,,,,,,
Wisconsin,2020,19,2020-05-09,1025,964,,208,22,43,,38,,10,73,216,46,54,51,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
Wisconsin,2020,20,2020-05-16,820,768,,192,22,32,,42,,18,45,147,43,36,32,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
Wyoming,2019,1,2019-01-05,97,84,,20,,,,10,,,0,26,0,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Wyoming,2019,2,2019-01-12,106,86,,16,,,,,,0,,25,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Wyoming,2019,3,2019-01-19,81,75,,16,,,,,,,0,11,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Wyoming,2019,4,2019-01-26,95,82,0,17,,,,,0,,,17,11,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Wyoming,2019,5,2019-02-02,74,66,0,19,0,,,0,,,,15,,0,0,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Wyoming,2019,6,2019-02-09,100,92,0,15,,,,14,,0,,19,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Wyoming,2019,7,2019-02-16,93,87,,20,,,,10,,0,,29,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Wyoming,2019,8,2019-02-23,87,82,0,17,,,,,0,,,25,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
